File Name,Path,Created Time,Modified Time,Status,Risk Level,Report Generated
customers.csv,C:\Users\JOEL\Desktop\yenepoya\project\retail_files\customers.csv,2026-04-15 10:56:53,2026-04-19 14:29:47,Modified,Medium,2026-04-19 14:30:46
invoices.txt,C:\Users\JOEL\Desktop\yenepoya\project\retail_files\invoices.txt,2026-04-15 10:56:53,2026-04-15 13:00:19,Normal,Low,2026-04-19 14:30:46
products.json,C:\Users\JOEL\Desktop\yenepoya\project\retail_files\products.json,2026-04-15 10:56:54,2026-04-19 14:28:20,Normal,Low,2026-04-19 14:30:46
